id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3711295310,进击的巨人 最终季 完结篇 前篇,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2883720945.jpg,2023-03-03(日本),https://movie.douban.com/subject/35853587/,9.7,动画,,,,2023-03-05 04:01:44,2023 / 日本 / 动画 / 梶裕贵 石川由依
3708717007,最后生还者 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2884221114.jpg,2023-01-15(美国),https://movie.douban.com/subject/25848328/,9.1,"剧情,动作,科幻",5,,,2023-03-02 16:45:46,2023 / 美国 加拿大 / 剧情 动作 科幻 惊悚 恐怖 冒险 / 阿里·阿巴西 杰里米·韦布 尼尔·德拉柯曼 彼得·霍尔 丽萨·约翰逊 克雷格·麦辛 亚斯米拉·日巴尼奇 / 佩德罗·帕斯卡 贝拉·拉姆齐
